place_id,lang,name,description
000cab54-eff8-56cd-a9d1-2599ccddbd42,en,City: Harand,
000cab54-eff8-56cd-a9d1-2599ccddbd42,fa,مرکز شهر هرند,
001f28ef-599a-44b9-ba09-156451d43132,fa,فست فود دوستی,
00bdce43-ec94-5f71-8368-d800ccf3e654,en,City: Samiabad-e Arbab Din Mohammad,
00bdce43-ec94-5f71-8368-d800ccf3e654,fa,مرکز شهر سمیع آباد,
00c87129-25e4-487d-9c29-a08422bf150c,fa,آبگوشت ولیعصر,
016b8bbf-dc0c-4a44-b81c-3a4f6ad6332f,fa,هتل آپارتمان خزر,
018f559a-0854-5c79-a1da-2aff2d85d36e,en,City: Bakh,
018f559a-0854-5c79-a1da-2aff2d85d36e,fa,مرکز شهر بخ,
021c96b3-7c59-59a3-b35c-f0930fc9cf8c,en,City: Eslamshahr-e Aqgol,
021c96b3-7c59-59a3-b35c-f0930fc9cf8c,fa,مرکز شهر اسلامشهر آق گل,
02207cdc-adaa-47c4-aaed-0f97e7bfb835,fa,فست فود گلها,
02432865-6877-59b6-a4a7-e7415d9029b0,en,City: Chegerdak,
02432865-6877-59b6-a4a7-e7415d9029b0,fa,مرکز شهر چگردک,
0288a5a3-e93f-4c61-a72d-3fc2137ca69b,fa,بدون نام,
02a096e4-cfda-5421-bafe-e96f4e10cab0,en,City: Bandar Siraf,
02a096e4-cfda-5421-bafe-e96f4e10cab0,fa,مرکز شهر سیراف,
02af52bf-e788-4d60-83a9-ef386986d575,fa,غذاخوری سبلان,
02b807cb-96fe-5427-bed6-7b661aca6d96,en,"City: Do Borji, Fars",
02b807cb-96fe-5427-bed6-7b661aca6d96,fa,مرکز شهر دوبرجی,
03110cb3-4821-45bc-9a98-2fe1063dcbff,fa,کلینیک درمانی مقصود سرخابی,
03baf648-ccb7-5dd2-9fb1-b00ee3ea15e8,en,City: Raghiveh,
03baf648-ccb7-5dd2-9fb1-b00ee3ea15e8,fa,مرکز شهر رغیوه,
03e4fe6e-776c-48f1-b622-016b99b88c31,fa,کبابی و جگرکی محمدی,
0421898f-54d9-4e73-b439-6fb8610483bb,fa,غذاخوری خلیل عمی,
04223daa-8084-560c-8a39-7fb92fe43125,en,City: Abhar,
04223daa-8084-560c-8a39-7fb92fe43125,fa,مرکز شهر ابهر,
04452ae6-7130-42eb-b18e-c500a64b1bee,fa,غذاخوری پایتخت,
0449969c-8754-56e4-beb3-04bea7d753a4,en,City: Alavijeh,
0449969c-8754-56e4-beb3-04bea7d753a4,fa,مرکز شهر علویجه,
0454c3b8-fbca-4aa6-a5aa-580080ed8d59,fa,غذاخوری ایوب خاله اوغلی,
04c96435-80da-4b8a-8882-61150bd78cdf,fa,بیمارستان,
04e35084-e18e-5af4-8a21-da03560beff6,en,City: Now Bandegan,
04e35084-e18e-5af4-8a21-da03560beff6,fa,مرکز شهر نوبندگان,
0511046e-5f8f-41e8-ab24-72ef8d5b3bbe,fa,رستوران جلالی سردرود,
051fed82-b959-4e45-a646-a5cc13c52795,fa,غذاخوری شاندیز,
0523a9ed-f903-51d3-87c0-6fd0d5aa4a18,en,City: Harat,
0523a9ed-f903-51d3-87c0-6fd0d5aa4a18,fa,مرکز شهر هرات,
0569a233-dbca-4abf-9006-2751c798c01c,fa,غذاخوری امیرکبیر,
05731181-1561-4782-bb6a-4ffa985da51f,fa,غذاخوری جعفر زاده,
0588847a-b175-539d-a1b4-df57c80d4fb2,en,City: Amlash,
0588847a-b175-539d-a1b4-df57c80d4fb2,fa,مرکز شهر املش,
05abc159-75c7-4a8a-bb09-6c758bcdb3f7,fa,غذاخوری سیرابی,
05aee266-7675-549d-b835-9711370ff72f,en,City: Baghein,
05aee266-7675-549d-b835-9711370ff72f,fa,مرکز شهر باغین,
05c00824-1a84-4140-8cad-fa1e5bae0bf1,fa,غذاخوری استادی,
05ebb565-f0ed-48fa-ad1c-ea0a762eb95f,fa,کله پزی آذربایجان,
0626df83-2fb4-5597-9486-3994a5e0706e,en,City: Gherdakshaneh,
0626df83-2fb4-5597-9486-3994a5e0706e,fa,مرکز شهر لاجان,
063b2b19-daed-49f9-9241-cf2f8ef037fc,fa,غذاخوری تاتلی,
0671cc18-d4b1-4c2b-bd09-ce35f2126d6f,fa,موزه شهدای استان آذربایجان شرقی,
0683fb99-44c8-4bba-bb8d-e793d12a324c,fa,پیتزا فانوس,
06ababea-4c0b-5173-b60f-bca53abe6c09,en,City: Sarbuk,
06ababea-4c0b-5173-b60f-bca53abe6c09,fa,مرکز شهر ساربوک,
06b2333b-731c-5b0a-93e7-2e4e47a2edb6,en,City: Now Deh Khanduz,
06b2333b-731c-5b0a-93e7-2e4e47a2edb6,fa,مرکز شهر نوده خاندوز,
06cfb68e-c809-414b-84f7-118fdd039f2b,fa,مرکز بهداشت زاوشت,
0745fd79-13a5-50eb-904e-00dfcb159cf8,en,City: Khur,
0745fd79-13a5-50eb-904e-00dfcb159cf8,fa,مرکز شهر خور,
0751e5fb-949b-4d66-8f57-ef7803b05cc9,fa,بیمارستان دکتر ساجدی,
079bc960-ff0d-5539-bb4e-dbbdb72f7a1a,en,City: Qaraziadin,
079bc960-ff0d-5539-bb4e-dbbdb72f7a1a,fa,مرکز شهر قره ضیاءالدین,
07a0ae07-ab78-5466-aea2-98f2b915c4c9,en,City: Kourdeh,
07a0ae07-ab78-5466-aea2-98f2b915c4c9,fa,مرکز شهر کورده,
07a2674c-c9e9-4a4a-9d46-27c580659e33,fa,فست فود ترکیه یه دوی,
07cbde9b-e8ee-452c-8a3e-7b9a1c9e1a22,fa,غذاخوری فردین,
07cef107-4f8e-4432-baa7-45f3c9e06a22,fa,رستوران مجلل,
07eb97d2-3d5d-5844-9389-4367a76c8054,en,City: Ziaran,
07eb97d2-3d5d-5844-9389-4367a76c8054,fa,مرکز شهر زیاران,
08224462-cdf7-516e-a088-f4e5049556b0,en,City: Golestan,
08224462-cdf7-516e-a088-f4e5049556b0,fa,مرکز شهر گلستان,
083064d5-b88b-4c82-a5f6-e85916ba71a2,fa,غذاخوری بهروز,
0838c85e-898a-4bc0-8d2b-5bd7843933e6,fa,پایگاه امدادی حلال احمر,
084aa31f-54cf-4950-8e57-de521328c508,fa,حسینی,
08924b0c-c5d1-437c-9450-dddc94236ce1,fa,سپید,
08b843f9-89dc-45af-8ad1-ae74da0aa97e,fa,غذاخوری چلوکبابی رزاقی,
08e13cfe-d582-4117-8ac0-4beb0e788959,fa,کلینیک شفا,
08f4efc1-608e-450b-a4fd-4d2b4ca1cc37,fa,غذاخوری وحید,
0903a5fb-d074-5771-abaa-8c0061f237ab,en,City: Paskhan,
0903a5fb-d074-5771-abaa-8c0061f237ab,fa,مرکز شهر پاسخن,
0910f264-4917-5996-871a-e4d730b57a5c,en,City: Shalman,
0910f264-4917-5996-871a-e4d730b57a5c,fa,مرکز شهر شلمان,
0917735f-5fa5-4794-a590-303dc85e96ac,fa,غذاخوری بیردانا,
092a04f3-196b-4d02-a572-d5cd5448d765,fa,فست فود امین,
092af05d-9324-4559-bc79-2eec1c64160f,fa,فیزیوتراپی راد,
09889ce5-7b80-5789-be4c-5a8d91d9ae9a,en,City: Nir,
09889ce5-7b80-5789-be4c-5a8d91d9ae9a,fa,مرکز شهر نیر,
099289f6-f21e-4184-83cc-1f0708e562fc,fa,غذاخوری ساندویچی,
09930741-5068-4649-ba80-38ae02a62d8d,fa,غذای شان آی,
09c12c65-05b4-4113-8f69-0bd64b2cc393,fa,پایگاه امدادی حلال احمر,
0a22c020-c966-42f8-a90a-123a91505729,fa,کلینیک درمانی آذرابادی,
0a31e841-705a-5a25-baab-ed9f91e32159,en,City: Haviq,
0a31e841-705a-5a25-baab-ed9f91e32159,fa,مرکز شهر حویق,
0a625d41-7d59-4d26-9d02-43cbe56eda21,fa,غذاخوری باران,
0a6de5ef-f6a9-577a-b720-65a6e9203f82,en,City: Jirandeh,
0a6de5ef-f6a9-577a-b720-65a6e9203f82,fa,مرکز شهر جیرنده,
0a7c750a-87d9-4cde-9a29-7d64d677c71f,fa,سنگگ آذربایجان,
0a81badd-9f97-4677-852a-b1e325b2f1fe,fa,غذاخوری گلبرگ,
0a871930-c237-45d1-8e5a-3aaf0aae23c3,fa,بدون نام,
0a897bd3-1d64-4441-b919-68d0df0ee689,fa,مرکز بهداشت روستای قره چپق,
0abad6a2-fa06-4052-8baf-e7194d52319e,fa,کلینیک درمانی بقیه الله الاعظم,
0abb29a9-626d-5ca6-844b-3302aff33a5d,en,City: Shirgah,
0abb29a9-626d-5ca6-844b-3302aff33a5d,fa,مرکز شهر شیرگاه,
0ac5251f-a58a-5d3d-91fc-e3579b87a17f,en,City: Rostaq,
0ac5251f-a58a-5d3d-91fc-e3579b87a17f,fa,مرکز شهر رستاق,
0ac985c4-f01a-5c75-a2a5-b1b8295202cc,en,City: Sarbaz,
0ac985c4-f01a-5c75-a2a5-b1b8295202cc,fa,مرکز شهر سرباز,
0b5f3954-3136-406a-90a8-778e2d615b9e,fa,فست فود تک,
0bc8aed8-0ac7-46bf-8aea-d70a56ee1cd8,fa,غذاخوری شمیران,
0be97bde-0c2a-4773-a990-71b9459f20c0,fa,غذاخوری طوبی,
0bf1714b-79a8-4d17-b56b-ee3da8265476,fa,غذا خوری (سلف) دانشگاه,
0c0bf68e-e7c0-450a-9d3d-d26035a78b25,fa,کبابی گلشهر-رضا کهکشانی,
0c365098-a907-5234-98b3-4e47f8bee08a,en,Province center: Qom,
0c365098-a907-5234-98b3-4e47f8bee08a,fa,مرکز استان قم,
0c90e91f-df25-56c2-8e2e-bdf5f300c79e,en,City: Fazelabad,
0c90e91f-df25-56c2-8e2e-bdf5f300c79e,fa,مرکز شهر فاضل آباد,
0c9dd469-88a8-4de1-a98c-01b9128b437f,fa,پیتزا پرپونک شعبه ۲,
0ca816df-fd17-571a-89ee-6e462e69af2a,en,City: سورچه پائین,
0ca816df-fd17-571a-89ee-6e462e69af2a,fa,مرکز شهر سورچه پائین,
0ced17df-e3b6-5289-bf89-a9d350fc1612,en,City: Aslan Duz,
0ced17df-e3b6-5289-bf89-a9d350fc1612,fa,مرکز شهر اصلاندوز,
0cf19477-90de-5cc1-a3b4-a1f34e22c073,en,City: Minudasht,
0cf19477-90de-5cc1-a3b4-a1f34e22c073,fa,مرکز شهر مینودشت,
0d050360-bd45-5df8-82af-329795923855,en,City: Rushnavand,
0d050360-bd45-5df8-82af-329795923855,fa,مرکز شهر روشناوند,
0d42175e-473d-4640-83f2-3d900becdbc2,fa,غذاخوری رستوران پاییزان,
0d6148af-2b25-49cd-8408-764295d32e51,fa,غذاخوری قهوه خانه تبریز,
0d75c434-8a03-4552-9bc4-a58fb3bdd37b,fa,غذاخوری پیتزا هم,
0d941d9e-3299-4025-b4dd-fa07f6d17eb7,fa,مرکز بهداشت و درمان,
0d9d3263-339c-5e14-b786-25afa606877d,en,City: Malayer,
0d9d3263-339c-5e14-b786-25afa606877d,fa,مرکز شهر ملایر,
0de297b0-6a0a-505d-9f25-e03c835fc864,en,City: Golpayegan,
0de297b0-6a0a-505d-9f25-e03c835fc864,fa,مرکز شهر گلپایگان,
0e09381f-611c-42c7-9363-4cba5d09febe,fa,غذاخوری دبش,
0e0d8f64-0770-400c-a23c-b58bf837afa4,fa,بدون نام,
0e277a99-ea2b-4793-9713-70ed44513c19,fa,بیمارستان ولیعصر تبریز,
0e675ac2-1ab4-476d-9bfa-77d595259e63,fa,غذاخوری ساندویچی عدالت,
0e82036a-b1f7-4e0b-8f31-ee55983a4441,fa,کبابی مهاباد,
0e8fcab7-ebcf-528f-b733-7e4ec45f6e79,en,City: Eslamabad-e Gharb,
0e8fcab7-ebcf-528f-b733-7e4ec45f6e79,fa,مرکز شهر اسلام آباد غرب,
0ea9392f-8a15-5c24-a47f-08699ff54a4d,en,City: Fathabad,
0ea9392f-8a15-5c24-a47f-08699ff54a4d,fa,مرکز شهر فتح‌ آباد,
0f68d774-8ed7-5ab9-ae3a-ad090387e06d,en,City: Kermanshah,
0f68d774-8ed7-5ab9-ae3a-ad090387e06d,fa,مرکز شهر کرمانشاه,
0f691a71-40b3-5da1-aab3-c60c66e54df4,en,City: Koshksaray,
0f691a71-40b3-5da1-aab3-c60c66e54df4,fa,مرکز شهر کشکسرای,
0f6d5431-d4fa-5f2f-910b-e5efb92f9478,en,City: Duzeh,
0f6d5431-d4fa-5f2f-910b-e5efb92f9478,fa,مرکز شهر دوزه,
0f9de197-2bbf-5c8a-b8fe-b2049ccae7cf,en,City: Bazargan,
0f9de197-2bbf-5c8a-b8fe-b2049ccae7cf,fa,مرکز شهر بازرگان,
0f9f5874-1a8e-4046-b746-6c2f584cdd85,fa,درمانگاه هلال احمر بناب,
0fb24d09-f607-4e23-bffb-d7b4a1787abb,fa,رستوران شهر,
0fb3147e-1324-4b77-9f87-e6bfe6c2e217,fa,فست فود سیتی برگر,
0fbbfaf8-c243-4847-9856-0fb065853f6d,fa,چلو کبابی باختر,
103d9055-4e66-469e-b5d2-26b57ca92e0a,fa,pitza ۲۰۰۰,
1047abe3-19d2-5623-a21e-62b1499d6ad9,en,City: Malekan,
1047abe3-19d2-5623-a21e-62b1499d6ad9,fa,مرکز شهر ملکان,
105ae642-97b5-459f-b55a-06d05ed23ccd,fa,غذاخوری محمدی,
105bbc62-6aa8-4fa6-879c-5bdf4a2bf7f2,fa,غذاخوری تلفنی صدف,
106657b6-9b26-422b-aa73-d0d5ee32e794,fa,کلینیک درمانی مرکز بهداشتی ش مطهری,
1086ef97-b2b4-59e9-b579-de77bc7a1966,en,City: Rafsanjan,
1086ef97-b2b4-59e9-b579-de77bc7a1966,fa,مرکز شهر رفسنجان,
108931db-ffb9-4707-a98a-e2af10646780,fa,غذاخوری امیری,
10a0bf17-f292-5129-8930-735310b1e511,en,City: Kabudar Ahang,
10a0bf17-f292-5129-8930-735310b1e511,fa,مرکز شهر کبودرآهنگ,
10b50500-beee-472e-b158-e51edafef3e6,fa,کبابی و جگرکی سیرابی,
10dd9304-58f6-409a-903d-67191d1b92ce,fa,فست فود شبنم,
10ee43cf-8040-5da7-9348-103a0bcc7ba8,en,City: Qanavat,
10ee43cf-8040-5da7-9348-103a0bcc7ba8,fa,مرکز شهر قنوات,
10f0b4ee-d81b-4020-ae4a-56a09b2cec57,fa,بیمارستان شهدای بناب,
11115442-e347-44ce-9e92-f7efc7a66013,fa,غذاخوری کله پاچه و آبگوشت ممتاز,
11191578-583d-527e-9c4f-640ad006a7e2,en,City: Azadshahr,
11191578-583d-527e-9c4f-640ad006a7e2,fa,مرکز شهر آزادشهر,
11198c16-cb55-46d7-9215-8390f28d8f8a,fa,Araz Otel,
112a2ac8-d726-4ceb-abb2-c852c8461c39,fa,غذاخوری ستاره شهر,
11396d20-2fbb-505e-b3aa-12f15ab13757,en,City: Mianrood,
11396d20-2fbb-505e-b3aa-12f15ab13757,fa,مرکز شهر میانرود,
1139fb3b-c296-4cf0-87fd-4242264ea5ef,fa,فست فود سهند,
11460e48-4edd-4822-b2ee-02fc219e7cf3,fa,رستوران صدف,
1162c712-e093-591e-82d7-b2fd640dca8e,en,City: Khatunabad,
1162c712-e093-591e-82d7-b2fd640dca8e,fa,مرکز شهر خاتون آباد,
11f35a1c-ffc4-4354-b2f8-7c5391ba5a61,fa,غذاخوری مروارید,
1217799f-6cf9-4757-9df6-2a0cdee3e575,fa,کلینیک درمانی نازیلا دهری منش,
126de364-39e1-58b3-84fd-f8944224fe88,en,City: Abish Ahmad,
126de364-39e1-58b3-84fd-f8944224fe88,fa,مرکز شهر آبیش احمد,
1290932a-e296-5de3-a1e6-1f58ea4c904e,en,City: Bent,
1290932a-e296-5de3-a1e6-1f58ea4c904e,fa,مرکز شهر بنت,
129e60e5-195f-4ad9-8631-451026938fa4,fa,غذاخوری ساندویچی امیر,
12a05c0c-31f0-5d9c-9001-d9783275718b,en,City: Chavarzagh,
12a05c0c-31f0-5d9c-9001-d9783275718b,fa,مرکز شهر چورزق,
12bdcfbf-fc4d-50e3-9e39-6744db2d629e,en,City: Jam,
12bdcfbf-fc4d-50e3-9e39-6744db2d629e,fa,مرکز شهر جم,
12ddb675-0b55-53e0-820f-6c6e59094e1f,en,City: ShamsAbad,
12ddb675-0b55-53e0-820f-6c6e59094e1f,fa,مرکز شهر شمس آباد,
12fadb48-c060-4171-849b-f6649e08e67a,fa,فست فود چنچنه,
13135d2d-a5f7-41bb-98b2-69c286212042,fa,کبابی و جگرکی پاک,
131dc400-f03c-4e86-ae6d-67f942957676,fa,فست فود پسر بزرگ,
131eeb4b-9792-47c7-97e1-78167a683533,fa,فست فود دنیز,
1350f8df-30cd-498b-8111-640e110e03fb,fa,غذاخوری موسوی,
13690556-2712-5577-b055-577a0acac741,en,City: Galugah,
13690556-2712-5577-b055-577a0acac741,fa,مرکز شهر گلوگاه,
136b5891-1698-4b5b-979e-5b8c1cb43048,fa,فست فود,
1385761c-aa89-5987-acaa-e38f62859235,en,City: Darian,
1385761c-aa89-5987-acaa-e38f62859235,fa,مرکز شهر داریان,
13b764b3-273c-4ef6-936f-65f160bf5df9,fa,فست فود سیرابی,
13ba1727-4d4a-5e50-b115-498690091d82,en,City: Miankooh City,
13ba1727-4d4a-5e50-b115-498690091d82,fa,مرکز شهر میانکوه,
13e397c9-5498-4921-ab6e-4d3006577056,fa,بدون نام,
13e6129b-09a7-4993-95e5-9d9a09e92aa2,fa,کلینیک درمانی غیر شبانه روزی طب کار تامین اجتماعی,
13f09a6f-fb5d-44b0-8fbe-ac5a60185c43,fa,غذا خوری (سلف) دانشگاه,
143eada8-38d6-4d95-9af9-fd9852143cd6,fa,فست فود فانوس,
1448dfd6-b307-4258-ae22-6b48df76c65f,fa,غذاخوری سیرابی زرگران,
149574f6-f73a-4468-986a-88f75881025d,fa,غذاخوری سیرابی,
14a15be1-f136-4c1a-b720-ccd09d2ae013,fa,کلینیک میلاد,
14aa40c7-4b88-4be7-a72c-b1c3ddfbed5d,fa,کبابی و جگرکی نارون,
153db2a1-26ab-5088-8126-8d49b83999a7,en,City: Bakhshayesh,
153db2a1-26ab-5088-8126-8d49b83999a7,fa,مرکز شهر بخشایش,
15420bde-3734-4dd8-b39b-73bf3acafbb5,fa,بدون نام,
1592bc59-4ccf-4c3b-bb5b-e52dff2a71c4,fa,کبابی و جگرکی,
15b60db7-c0f3-4445-973c-be43bdd640d2,fa,غذای ایتالیایی پومودورو,
15e44c78-0a49-5d30-830e-3a9f1938bf0e,en,City: Alvand,
15e44c78-0a49-5d30-830e-3a9f1938bf0e,fa,مرکز شهر الوند,
15faeb50-d8d9-477d-91a6-88225e0c1092,fa,کبابی اصلانی,
1614691d-8ae9-5bb0-8c81-bf2f919cef8b,en,City: Adimi,
1614691d-8ae9-5bb0-8c81-bf2f919cef8b,fa,مرکز شهر ادیمی,
1675224e-23a3-4f1a-8736-0412b2dd2091,fa,فست فود پت ومت,
168943bb-86f7-5a4f-9d52-ee524524db4b,en,City: Bonjar,
168943bb-86f7-5a4f-9d52-ee524524db4b,fa,مرکز شهر بنجار,
1727ab2e-8711-4d6b-b6d9-e72d007c90f9,fa,مرکز بهداشت شهرک فرهنگ,
172a16fd-66f6-57f9-813f-5458425a8297,en,City: جنت آباد,
172a16fd-66f6-57f9-813f-5458425a8297,fa,مرکز شهر جنت آباد,
1732aae8-5c23-49a7-9170-a5559eb074bc,fa,فست فود آذری,
175efd6d-b222-49e9-b04e-8051eb1b107a,fa,مجتمع پزشکی ولیعصر,
17784c37-87fb-413a-8efd-225642ae68cc,fa,رستوران یوز,
177f70f2-9d74-47ca-8cf7-4d62dc70dfee,fa,مرکز سلامت شماره ١ سهند-علامه امینی,
1792f601-040c-4fff-b5da-7e53b42ff1e3,fa,غذاخوری دایی باج اوغلی,
17c56945-8313-4c93-89f5-1e5a0a11b97d,fa,غذاخوری سینا,
18082d7f-9c76-4284-ba07-a8e698c32c8d,fa,کلینیک درمانی غیر شبانه روزی فریده طیبی,
181fe7a9-ec38-4ca4-83b5-fd1acf07d0f7,fa,بیمارستان شهید مدنی,
1820c5df-3f79-5bcb-986d-ec8750f0239b,en,City: Babolsar,
1820c5df-3f79-5bcb-986d-ec8750f0239b,fa,مرکز شهر بابلسر,
182a8ec1-4955-4717-af38-3213a977604f,fa,بیمارستان شهرستان اسکو,
18531309-baa9-5d5d-b50e-e2e17266a0af,en,City: Ravansar,
